model,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576
gemini-2.5-pro,0.8854052734375, 0.8447158813476563, 0.877364581631382, 0.8812967215666139, 0.6984452543169449, 0.5683169677700173, 0.36561711798963586, 0.25060599151485496, 0.132861328125,, 
gpt-5-nano,0.8682604166666666, 0.8136715984344483, 0.773320211436287, 0.7095758465008253, 0.5452745066824464, 0.4780844390723087, 0.41021501587155607, 0.3931282839796482, 0.3647602907612066, ,
gpt-5-mini,0.870125, 0.8456787109375, 0.845688556240757, 0.851250804442406, 0.7764701301074558, 0.6464088115768232, 0.5014370275634706, 0.4084820621651133, 0.4004516270706387, ,
gpt-5,0.8653854166666667, 0.842939453125, 0.8550446734892921, 0.8556118785032594, 0.8445277806166106, 0.7612424227758676, 0.612427773170741, 0.4635917544271761, 0.4003425900580935, ,
gpt-5-nano-labels,0.9427083333333334, 0.96515625, 0.8744976749764283, 0.7730388099251639, 0.5936011634887832, 0.541339900735871, 0.4377378864444373, 0.4135611951784004, 0.4012983604780488, ,
gpt-5-labels,0.9355833333333333, 0.93, 0.9279236636626319, 0.9675000010618531, 0.9269614481745521, 0.8322685527350427, 0.6275893384409595, 0.4888399554831051, 0.47411882542112443, ,
gpt-5-low,0.8409659090909091, 0.842314453125, 0.854095538662632, 0.8152803421536496, 0.7056606329325587, 0.5819855222138361, 0.5134240606844048, 0.41750489590922185, 0.41129234195902425, ,
o4-mini,0.81859375, 0.8064208984375, 0.819716876553257, 0.8307413802328112, 0.6510145405487713, 0.5185843900341112, 0.4415450569246254, 0.3952537793774383, ,,
o3,0.8628515625, 0.8468292236328125, 0.865462726162632, 0.8679839526304566, 0.7951735195270282, 0.6322624673427528, 0.44860996672942055, 0.3744645940591904, ,,
Llama-4-Maverick-17B-128E-Instruct-FP8,0.19498220221894086, 0.14979228915889933, 0.14864708438203508, 0.15001221117028163, 0.16292346519170972, 0.1542294055409101, 0.1634885228236534, 0.18803534914782472, 0.15633157190040406, 0.1708061613382266, 
qwen3-235b-a22b,0.623, 0.3615152955055237, 0.2350000141420729, 0.1997308780825939, 0.11107800722122192, 0.16878903919540184, 0.1880341159249733, 0.20321372399074578, ,,
claude-sonnet-4-20250514,0.8711666666666666, 0.82897705078125, 0.809671701643567, 0.7442530776259081, 0.6274984413018481, 0.5567498771394536, 0.5003721722711405, 0.4802142593811716, 0.4686206354969269, 0.42047041584223765, 
gpt-5-nano-low,0.858, 0.7646980707064631, 0.6617221879605779, 0.5796725101482193, 0.4893397697856796, 0.4341338264177844, 0.4067049067942793, 0.38325684267288523, 0.3699505285111687, ,
gpt-5-nano-high,0.8604244791666666, 0.81227294921875, 0.7988811288138277, 0.7725897085163907, 0.6561786489127637, 0.5387520318050282, 0.3886760394181154, 0.38356414182313, 0.32338624430644225, ,
deepseek-r1-0528,0.5151501693725586, 0.246875, 0.13937503603893567, 0.139375, 0.13650028228759767, 0.12906278465305984, 0.13197498407451336, 0.1186578369140625, ,,
random-baseline,0.4821824759931478, 0.3881286247883384, 0.308107083224027, 0.27710118586071547, 0.25100123677345343, 0.2355088215749512, 0.22462203624258303, 0.21916010739912095, 0.2135736171918165, 0.2172533014014392,
